Артикул,Наименование,Короткое описание,Категория,Цена,Характеристики,Описание,Картинки,Мета описание,Мета ключевые слова 
Артикул,Наименование,Короткое описание,Категория,Цена,Характеристики,Описание,Картинки,Мета описание,Мета ключевые слова
910521367489,Мотокоса FS 70 C-E,"Прочная мотокоса мощностью 0,9 кВт с ErgoStart и двухручной рукояткой",Мощные мотокосы,29990,"[('Рабочий объём см?', '27,2'), ('Вес кг', '5,4'), ('Мощность кВт/л.с.', '0,9/1,2'), ('Общая длина м', '1,7'), ('Рабочий объём см?', '27,2'), ('Стандартный режущий инструмент', 'Режущее полотно для травы 230-2'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '6,6/6,6'), ('Уровень звукового давления дБ(A)', '94,0'), ('Уровень звуковой мощности дБ(A)', '107,0'), ('Мощность л.с.', '1,2'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '7,0/5,5'), ('Вес кг', '5,4')]","<p> Исключительно прочная мотокоса мощностью 0,9 кВт с двухручной рукояткой и двигателем 2-MIX. Упрощенная система запуска. Повышенный комфорт при запуске благодаря системе облегченного запуска ErgoStart. Расход топлива до 20% ниже и вредных выхлопов до 70% меньше, чем у традиционных двухтактных двигателей без технологии 2-MIX. Двухлопастной нож для скашивания жесткой травы на больших площадях. Также для сухой травы и камыша. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/fcfff08f1db346f094837047b0a9bc5b.jpg'],"Прочная мотокоса мощностью 0,9 кВт с двухручной рукояткой и двигателем 2-MIX. Повышенный комфорт при запуске благодаря ErgoStart.","FS70C,  FS70 C,  мотокоса,  кусторез,  коса,  профи-коса,  профи-косы,  2Mix, "
277693523255,Мотокоса FS 94 C-E,"Удобная мотокоса на 0,9 кВт с двухручной рукояткой и системой ECOSPEED",Мощные мотокосы,36990,"[('Вес кг', '4,9'), ('Мощность кВт/л.с.', '0,9/1,2'), ('Общая длина м', '1,78'), ('Рабочий объём см?', '24,1'), ('Стандартный режущий инструмент', 'Режущее полотно для травы 230-2'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '4,3/3,5'), ('Уровень звукового давления дБ(A)', '93,0'), ('Уровень звуковой мощности дБ(A)', '107,0'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '4,7/4,0'), ('Вес кг', '4,9'), ('Объём бака л', '0,54')]","<p> Надёжная мотокоса оптимального веса, с двухручной рукояткой, пусковым устройством STIHL ErgoStart, двигателем STIHL 2-MIX и системой STIHL ECOSPEED. Комфортный запуск. Система ECOSPEED, обеспечивающая бесшумную и экономичную работу в широко востребованном режиме частичной нагрузки. Серийное оснащение режущим диском для травы для скашивания жесткой травы на больших площадях. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/b54666ef056b42ecbac45e1ffc6716f9.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/e6835740485d4f908b7d9432f9b017db.jpg']","Надёжная мотокоса оптимального веса, с двухручной рукояткой, двигателем STIHL 2-MIX и системой STIHL ECOSPEED. Серийное оснащение системой SuperCut 20 для скашивания жесткой травы на больших площадях.","FS 94,  FS94,  кусторез,  мотокоса,  2-MIX,  двигатель 2-MIX,  кусторез с двигателем 2-MIX"
511972576443,Мотокоса FS 111,Мощная мотокоса для ландшафтных работ,Мощные мотокосы,35990,"[('Стандартный режущий инструмент', 'Режущее полотно для травы 230-2'), ('Мощность кВт/л.с.', '1,05/1,45'), ('Рабочий объём см?', '31,4'), ('Рабочий объем см?', '31,4'), ('Мощность л.с.', '1,4'), ('Вес кг', '5,8')]","<p> Мощная мотокоса для скашивания жёсткой травы на больших площадях. Упрощённый процесс запуска, двуручная рукоятка, рукоятка управления с кнопкой остановки, двигатель 4-MIX® с увеличенным баком, жёсткий вал, двойной наплечный ремень. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/f7bcc7c864ea4731b3a12b22fd0b5a6b.jpg'],"Мощная мотокоса для скашивания жёсткой травы на больших площадях. Упрощённый процесс запуска, двуручная рукоятка, рукоятка управления с кнопкой остановки, двигатель 4-MIX® с увеличенным баком, жёсткий вал, двойной наплечный ремень.","FS 111,  мотокоса,  кусторез"
907582481251,Мотокоса FS 120,"Очень мощная мотокоса мощностью 1,3 кВт с двуручной рукояткой",Мощные мотокосы,26990,"[('Рабочий объём см?', '30,8'), ('Вес кг', '6,3'), ('Мощность кВт/л.с.', '1,3/1,8'), ('Общая длина м', '1.765'), ('Рабочий объём см?', '30,8'), ('Стандартный режущий инструмент', 'Режущее полотно для травы 230-2 / Косильная головка AutoCut C 26-2'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '5,9/4,2'), ('Уровень звукового давления дБ(A)', '97,0'), ('Уровень звуковой мощности дБ(A)', '109,0'), ('Мощность л.с.', '1,8'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '5,9/3,9'), ('Вес кг', '6,3')]","<p> Надежная мотокоса с высоким тяговым усилием. Двухручная рукоятка для удобства скашивания. Рассчитана на высокие нагрузки и интенсивное применение. С ней скашивание травы и бурьяна на больших площадях станет быстрым, удобным и экономичным. Оснащённая соответствующим режущим инструментом справляется даже с сучковатым кустарником и тонкими деревьями. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/94bd931e94104fa1b6b74292da085ca3.jpg'],Надежная мотокоса с высоким тяговым усилием. Двухручная рукоятка для удобства скашивания.,"FS120,  мотокоса,  кусторез,  коса,  мотокосы,  косы,  профессиональные косы,  профессиональная коса"
199204452290,Мотокоса FS 131,Особенно мощная мотокоса,Мощные мотокосы,39990,"[('Стандартный режущий инструмент', 'Режущее полотно для травы 230-2'), ('Рабочий объём см?', '36,3'), ('Мощность л.с.', '1,9'), ('Вес кг', '5,8'), ('Мощность кВт/л.с.', '1,4/1,9')]","<p> Особенно мощная мотокоса для скашивания жёсткой травы на больших площадях. Упрощённый процесс запуска, двуручная рукоятка, рукоятка управления с кнопкой остановки, двигатель 4-MIX® с увеличенным баком, жёсткий ведомый вал, двойной наплечный ремень. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/5a43961024d945879d55d05ef4c43ea5.jpg'],"Особенно мощная мотокоса для скашивания жёсткой травы на больших площадях. Упрощённый процесс запуска, двуручная рукоятка, рукоятка управления с кнопкой остановки, двигатель 4-MIX® с увеличенным баком, жёсткий ведомый вал, двойной наплечный ремень.","FS 131,  Мотор 4-Mix,  FS130,  кусторез,  мотокоса"
576585223335,Мотокоса FS 250,"Мощная (1,6 кВт) мотокоса с двухручной рукояткой",Мощные мотокосы,29990,"[('Рабочий объём см?', '40,2'), ('Вес кг', '6,3'), ('Мощность кВт/л.с.', '1,6/2,2'), ('Общая длина м', '1,77'), ('Рабочий объём см?', '40,2'), ('Стандартный режущий инструмент', 'Режущее полотно для травы 230-2 / Косильная головка AutoCut C 26-2'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '6,4/3,9'), ('Уровень звукового давления дБ(A)', '98,0'), ('Уровень звуковой мощности дБ(A)', '110,0'), ('Мощность л.с.', '2,2'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '5,9/3,9'), ('Вес кг', '6,3')]","<p> Мощная мотокоса для лесного хозяйства и садоводства. Двухручная рукоятка для удобства скашивания. Очень хорошо подходит для скашивания свалявшейся травы, камыша и крапивы. Оснащённая соответствующим режущим инструментом справляется даже с сучковатым кустарником и тонкими деревьями. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/77da8ce6248445728256d0dacf30307b.jpg'],Мощная мотокоса для лесного хозяйства и садоводства. Двухручная рукоятка для удобства скашивания.,"FS38,  мотокоса,  кусторез,  коса,  мотокосы,  косы,  профессиональные косы,  профессиональная коса"
Артикул,Наименование,Короткое описание,Категория,Цена,Характеристики,Описание,Картинки,Мета описание,Мета ключевые слова
317149054214,Кусторез FS 350,Легендарный кусторез,Кусторезы,39990,"[('Вес кг', '7,3'), ('Мощность кВт/л.с.', '1,6/2,2'), ('Общая длина м', '1,77'), ('Рабочий объём см?', '40,2'), ('Стандартный режущий инструмент', 'Нож для густой поросли 300-3'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '2,3/2,1'), ('Уровень звукового давления дБ(A)', '98,0'), ('Уровень звуковой мощности дБ(A)', '109,0'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '2,5/2,9'), ('Вес кг', '7,3'), ('Объём бака л', '0,64')]","<p> Проверенный временем легендарный кусторез снова в России, профессиональная антивибрационная система позволяет работать долго и без перерывов, что очень важно для выкашивания больших территорий. Удобный двойной ремень. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/ef122eda943647139b9e307a60225d8d.jpg'],"Проверенный временем легендарный кусторез снова в России, профессиональная антивибрационная система позволяет работать долго и без перерывов, что очень важно для выкашивания больших территорий. Удобный двойной ремень.","FS350,  мотокоса,  кусторез,  коса,  мотокосы,  косы,  профессиональные косы,  профессиональная коса"
748278355025,Кусторез FS 400,"Мощный кусторез 1,9 кВт",Кусторезы,51990,"[('Вес кг', '8'), ('Мощность кВт/л.с.', '1,9/2,6'), ('Общая длина м', '1,77'), ('Рабочий объём см?', '40,2'), ('Стандартный режущий инструмент', 'Нож для густой поросли 300-3'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '2,0/1,6'), ('Уровень звукового давления дБ(A)', '100,0'), ('Уровень звуковой мощности дБ(A)', '110,0'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '2,2/1,7'), ('Вес кг', '8'), ('Объём бака л', '0,66')]","<p> Мощный кусторез с ножом для густой поросли для скашивания свалявшейся травы или густого кустарника. Очень эффективен для подрезки лесных культур и выкашивания участков. А в комбинации с соответствующими режущими инструментами эффективно применяется для первичного прореживания, срезания зарослей кустарников или расчистки. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/29fbf7f8ee7349abbf33fb53b2229c25.jpg'],Мощный кусторез с ножом для густой поросли для скашивания свалявшейся травы или густого кустарника.,"FS400,  мотокоса,  кусторез,  коса,  мотокосы,  косы,  профессиональные косы,  профессиональная коса"
197730006100,Кусторез FS 400-K,"Мощный кусторез 1,9 кВт с пильным диском",Кусторезы,49990,"[('Вес кг', '8,1'), ('Мощность кВт/л.с.', '1,9/2,6'), ('Общая длина м', '1,64'), ('Рабочий объём см?', '40,2'), ('Стандартный режущий инструмент', 'Нож для густой поросли 300-3'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '2,0/1,6'), ('Уровень звукового давления дБ(A)', '100,0'), ('Уровень звуковой мощности дБ(A)', '110,0'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '2,2/1,7'), ('Вес кг', '8,1'), ('Объём бака л', '0,66')]",<p> Мощный кусторез с пильным диском для удаления сучковатых кустарников и тонких деревьев. Удобный наплечный ремень. Очень эффективен при первичном прореживании. А в комбинации с соответствующими режущими инструментами также эффективно применяется для выкашивания свалявшейся травы или для сложной расчистки. </p>,"['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/c1f7322c07d949abae9178a2ec5bbc1b.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/2a713beb3ee3489f8af7b9eb1697deaf.jpg']",Мощный кусторез с пильным диском для удаления сучковатых кустарников и тонких деревьев.,"MS460, бензопила, цепная пила, пила по дереву, пила для аварийно-спасательных работ, пилы для аварийно-спасательных работ, пила для борьбы с пожарами, пилы для борьбы с пожарами, специальная бензопила, специал"
749069880343,Кусторез FS 450,"Мощный кусторез 2,1 кВт",Кусторезы,57990,"[('Вес кг', '8'), ('Мощность кВт/л.с.', '2,1/2,9'), ('Общая длина м', '1,77'), ('Рабочий объём см?', '44,3'), ('Стандартный режущий инструмент', 'Пильный диск 225-24'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '2,0/1,6'), ('Уровень звукового давления дБ(A)', '100,0'), ('Уровень звуковой мощности дБ(A)', '111,0'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '2,2/1,7'), ('Вес кг', '8'), ('Объём бака л', '0,66')]","<p> Очень мощный кусторез с пильным диском. Очень эффективен для подрезки лесных культур и выкашивания участков. А в комбинации с соответствующими режущими инструментами также эффективно применяется для первичного прореживания, срезания сучковатых кустарников или сложного тримминга. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/eb7e28a36aaa4dac88c0765bfa179a31.jpg'],Очень мощный кусторез с пильным диском.,"FS450,  мотокоса,  кусторез,  коса,  мотокосы,  косы,  профессиональные косы,  профессиональная коса"
536513092379,Кусторез FS 450-K,"Мощный кусторез 2,1 кВт с пильным диском",Кусторезы,54990,"[('Вес кг', '8,1'), ('Мощность кВт/л.с.', '2,1/2,9'), ('Общая длина м', '1,64'), ('Рабочий объём см?', '44,3'), ('Стандартный режущий инструмент', 'Пильный диск 225-24'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '2,0/1,6'), ('Уровень звукового давления дБ(A)', '100,0'), ('Уровень звуковой мощности дБ(A)', '111,0'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '2,2/1,7'), ('Вес кг', '8,1'), ('Объём бака л', '0,66')]",<p> Очень мощный кусторез с пильным диском для удаления сучковатых кустарников и тонких деревьев. Эффективен при первичном прореживании. А в комбинации с соответствующим режущим инструментом также эффективно применяется для удаления свалявшейся травы или для сложной расчистки. </p>,['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/bb932f1da5f54564b87d81a0e66f6edb.jpg'],Очень мощный кусторез с пильным диском для удаления сучковатых кустарников и тонких деревьев.,"FS450K,  мотокоса,  кусторез,  коса,  мотокосы,  косы,  профессиональные косы,  профессиональная коса"
780081614129,Кусторез FS 490 C-EM,"Мощный кусторез 2,4 кВт с M-Tronic (M) и ErgoStart (E)",Кусторезы,69990,"[('Вес кг', '9,1'), ('Мощность кВт/л.с.', '2,4/3,3'), ('Общая длина м', '1,80'), ('Рабочий объём см?', '51,6'), ('Стандартный режущий инструмент', 'Нож для густой поросли 300-3'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '2,8/2,8'), ('Уровень звукового давления дБ(A)', '102'), ('Уровень звуковой мощности дБ(A)', '116'), ('Вес кг', '9,3'), ('Объём бака л', '0,99')]","<p> Особенно надёжный кусторез (2,4 кВт) с полностью электронной системой управления двигателем M-Tronic и пусковым устройством ErgoStart. Удобство запуска и комфортная эксплуатация. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/2895a6771e844df488fdfcc5c282d943.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/129b18e59096406b9b8ea3a92cdb9842.jpg']","Особенно надёжный кусторез (2,4 кВт) с STIHL M-Tronic и ErgoStart. Комфортный запуск и удобство в эксплуатации.","FS 490 C-EM,  FS490,  FS 490,  мотокоса,  триммер,  коса,  косы,  мотокосы,  профикоса,  профикосы"
241998281004,Кусторез FS 490 C-EM K,"Мощный кусторез (2,4 кВт) с коротким штоком, M-Tronic (M) и ErgoStart (E)",Кусторезы,72990,"[('Вес кг', '9'), ('Мощность кВт/л.с.', '2,4/3,3'), ('Общая длина м', '1,68'), ('Рабочий объём см?', '51,6'), ('Стандартный режущий инструмент', 'Пильный диск 225-24'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '2,8/2,8'), ('Уровень звукового давления дБ(A)', '102'), ('Уровень звуковой мощности дБ(A)', '115'), ('Вес кг', '9,2'), ('Объём бака л', '0,99')]","<p> Невероятно мощный кусторез (2,4 кВт) с коротким штоком, системой STIHL M-Tronic и устройством ErgoStart. Комфортный запуск и удобство в эксплуатации. Оптимизированный редуктор 25° для пильных работ в лесу. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/95032bbf4efc428296d6b20065ef7410.jpg'],"Особенно надёжный кусторез (2,4 кВт) с коротким штоком (К), системой STIHL M-Tronic и устройством ErgoStart. Оптимизированный редуктор 25° для пильных работ в лесу.","FS 490 C-EM K,  FS490,  FS 490,  мотокоса,  мотокосы,  кусторез,  коса,  косы,  профикоса,  профикосы"
101617798597,"Кусторез FS 560 C-EM, DM 300-3","Топ-модель: мощнейший кусторез 2,8 кВт с M-Tronic (M) и ErgoStart (E)",Кусторезы,86990,"[('Вес кг', '10,2'), ('Мощность кВт/л.с.', '2,8/3,8'), ('Общая длина м', '1,76'), ('Рабочий объём см?', '57,1'), ('Стандартный режущий инструмент', 'Нож для густой поросли 350-3'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '3,3/3,3'), ('Уровень звукового давления дБ(A)', '104'), ('Уровень звуковой мощности дБ(A)', '117'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '3,7/3,7'), ('Вес кг', '10,2'), ('Объём бака л', '0,99')]","<p> Мощнейший кусторез STIHL (2,8 кВт) с STIHL M-Tronic и ErgoStart. Усиленный 38-миллиметровый шток. Очень прочный. Облегченный запуск и комфортное использование. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/c3518af642734f4597c77ded379cc6ce.jpg'],"Невероятно мощный кусторез (2,8 кВт) с системой M-Tronic и пусковым устройством ErgoStart (E). Усиленный 38-миллиметровый шток. Очень прочный.","FS 560 C-EM,  мотокоса,  кусторез,  коса,  профикоса,  профикосы"
510916669673,"Кусторез FS 560 C-EM, KSB MZ 225-24","Лучший выбор: кусторез мощностью 2,8 кВт с усиленным штоком, M-Tronic (M) и ErgoStart (E), подходит для пиления",Кусторезы,87990,"[('Вес кг', '10,2'), ('Мощность кВт/л.с.', '2,8/3,8'), ('Общая длина м', '1,76'), ('Рабочий объём см?', '57,1'), ('Стандартный режущий инструмент', 'Пильный диск 225-24'), ('Уровень вибрации, слева/справа, с косильной головкой м/с2', '3,3/3,3'), ('Уровень звукового давления дБ(A)', '104'), ('Уровень звуковой мощности дБ(A)', '117'), ('Уровень вибрации слева/справа, с металлическим косильным инструментом м/с?', '3,7/3,7'), ('Вес кг', '10,2'), ('Объём бака л', '0,99')]","<p> Мощнейший кусторез (2,8 кВт) предназначен для пиления. Оснащен STIHL M-Tronic и ErgoStart. С усиленным 38 мм штоком. Очень прочный. Быстрый запуск, комфорт в работе. </p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/dba4bed893d44ff5a369a70d07b6f175.jpg'],"Мощнейший кусторез (2,8 кВт) предназначен для пиления. Оснащен STIHL M-Tronic и ErgoStart. С усиленным 38 мм штоком.","FS 560 C-EM,  мотокоса,  кусторез,  коса,  мотокосы,  косы,  профессиональная коса,  профессиональные косы"
971529118414,"Кусторез FS 561 C-EM, DM 350-3",ДЛЯ ПРОФЕССИОНАЛЬНОГО ПРИМЕНЕНИЯ,Кусторезы,94990,"[('Вес кг', '10,2'), ('Объём бака л', '0,99')]","<p> STIHL FS 561 C-EM (2,8 кВт) является самым мощным бензиновым кусторезом в линейке продукции STIHL. Это первый бензиновый кусторез STIHL, оснащенный электронной системой управления двигателем M-Tronic 3.0 с функцией автоматической калибровки. Данный агрегат подходит для любых рабочих ситуаций, где необходим высокий крутящий момент и легко скашивает густую растительность на больших площадях.
<br/>
<br/>
Кусторез обладает отличными техническими параметрами и рекомендуется для широкого круга задач по уходу за растительностью и молодыми насаждениями в ландшафтном и лесном хозяйствах. Области применения варьируются от стандартных задач по кошению садового участка любой сложности, срезания колючих кустарников, при выращивании и уходе за молодняком, до устранения последствий лесных пожаров. Кусторез имеет самый большой диаметр кошения (560 мм) при использовании с косильной головкой со струной среди всех мотокос STIHL. 
<br/>
<br/>
Кроме косильной головки, агрегат может работать с широким спектром других режущих гарнитур. Помимо версии с ножом для густой поросли, кусторез также доступен в исполнении с пильным диском. FS 561 C-EM обеспечивает высокое удобство в работе благодаря устройству облегченного запуска STIHL ErgoStart, а 4-точечная антивибрационная система STIHL значительно уменьшает нагрузку на суставы и мышцы пользователя.
<br/>
<br/>
•	Самый мощный бензиновый кусторез STIHL для профессионального применения
<br/>
•	Большой диаметр кошения для быстрой работы
<br/>
•	Прочный, надежный агрегат с длительным сроком службы 
<br/>
•	Небольшой вес, удобен для длительных работ 
<br/>
•	Простой запуск благодаря STIHL ErgoStart
<br/>
•	Крайне низкий уровень вибраций для продолжительной работы
<br/>
</p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/4928c9edc7c1405db211e0e0eef8872d.jpg'],"STIHL FS 561 C-EM (2,8 кВт) является самым мощным бензиновым кусторезом в линейке продукции STIHL. Это первый бензиновый кусторез STIHL, оснащенный электронной системой управления двигателем M-Tronic 3.0 с функцией автоматической калибровки. Данный агрегат подходит для любых рабочих ситуаций, где необходим высокий крутящий момент и легко скашивает густую растительность на больших площадях.","FS 561 C-EM,  hackseln"
727074962366,"Кусторез FS 561 C-EM, KSB MZ 225-24",ДЛЯ ПРОФЕССИОНАЛЬНОГО ПРИМЕНЕНИЯ,Кусторезы,95990,"[('Вес кг', '10,2'), ('Объём бака л', '0,99')]","<p> STIHL FS 561 C-EM (2,8 кВт) является самым мощным бензиновым кусторезом в линейке продукции STIHL. Это первый бензиновый кусторез STIHL, оснащенный электронной системой управления двигателем M-Tronic 3.0 с функцией автоматической калибровки. Данный агрегат подходит для любых рабочих ситуаций, где необходим высокий крутящий момент и легко скашивает густую растительность на больших площадях.
<br/>
<br/>
Кусторез обладает отличными техническими параметрами и рекомендуется для широкого круга задач по уходу за растительностью и молодыми насаждениями в ландшафтном и лесном хозяйствах. Области применения варьируются от стандартных задач по кошению садового участка любой сложности, срезания колючих кустарников, при выращивании и уходе за молодняком, до устранения последствий лесных пожаров. Кусторез имеет самый большой диаметр кошения (560 мм) при использовании с косильной головкой со струной среди всех мотокос STIHL. 
<br/>
<br/>
Кроме косильной головки, агрегат может работать с широким спектром других режущих гарнитур. Помимо версии с ножом для густой поросли, кусторез также доступен в исполнении с пильным диском. FS 561 C-EM обеспечивает высокое удобство в работе благодаря устройству облегченного запуска STIHL ErgoStart, а 4-точечная антивибрационная система STIHL значительно уменьшает нагрузку на суставы и мышцы пользователя.
<br/>
<br/>
•	Самый мощный бензиновый кусторез STIHL для профессионального применения
<br/>
•	Большой диаметр кошения для быстрой работы
<br/>
•	Прочный, надежный агрегат с длительным сроком службы 
<br/>
•	Небольшой вес, удобен для длительных работ 
<br/>
•	Простой запуск благодаря STIHL ErgoStart
<br/>
•	Крайне низкий уровень вибраций для продолжительной работы
<br/>
</p>",['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/04fa9ec797274d3fa604148ad60e0826.jpg'],"STIHL FS 561 C-EM (2,8 кВт) является самым мощным бензиновым кусторезом в линейке продукции STIHL. Это первый бензиновый кусторез STIHL, оснащенный электронной системой управления двигателем M-Tronic 3.0 с функцией автоматической калибровки. Данный агрегат подходит для любых рабочих ситуаций, где необходим высокий крутящий момент и легко скашивает густую растительность на больших площадях.

",FS 561 C-EM
Артикул,Наименование,Короткое описание,Категория,Цена,Характеристики,Описание,Картинки,Мета описание,Мета ключевые слова
712221170241,Мотокоса FSE 31,Очень лёгкий электротриммер,Электрические косы,4990,"[('Общая длина без режущего инструмента м', '1,1'), ('Потребляемая мощность Вт', '245'), ('Номинальное напряжение В', '230'), ('Вес кг', '2,2'), ('Стандартный режущий инструмент', 'Косильная головка со шпулькой со струной'), ('Вес фунтов', '4,9'), ('Вес кг', '2,2'), ('Уровень звукового давления дБ(A)', '82'), ('Уровень звуковой мощности дБ(A)', '92'), ('Уровень вибрации слева м/с?', '1,2'), ('Уровень вибрации справа м/с?', '1,8'), ('Общая длина см', '110'), ('Диаметр режущего диска мм', '245'), ('Длина кабеля', '0,24')]","<p> Лёгкий и очень удобный электротриммер с переставляемой рукояткой-скобой. Идеален для подравнивания кромок газонов и скашивания травы вокруг деревьев, дорожек, лестниц на садовом участке. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/aa8ab704912644cd863094245b1474d7.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/3d37999545554a39bdc168989880799c.jpg']",Очень лёгкий и удобный электротриммер с переставляемой рукояткой-скобой.,"Мотокоса,  электротриммер,  электротриммер,  триммер,  мототриммер,  триммер для стрижки газонов,  мототриммер,  электротриммер,  триммер для стрижки газонов, "
327578742022,Мотокоса FSE 52,Лёгкий электротриммер,Электрические косы,6990,"[('Общая длина без режущего инструмента м', '1,31'), ('Потребляемая мощность Вт', '500'), ('Номинальное напряжение В', '230'), ('Вес кг', '2,2'), ('Стандартный режущий инструмент', 'Косильная головка AutoCut 2-2'), ('Вес фунтов', '4,9'), ('Вес кг', '2,2'), ('Уровень звукового давления дБ(A)', '83'), ('Уровень звуковой мощности дБ(A)', '94'), ('Уровень вибрации слева м/с?', '3'), ('Уровень вибрации справа м/с?', '4,5'), ('Общая длина см', '131'), ('Диаметр режущего диска мм', '300'), ('Длина кабеля', '0,33')]","<p> Лёгкий, тихий и мощный электротриммер с современным, функциональным дизайном, улучшенным оснащением (ограничительная скоба из проволоки) и новой косильной головкой AutoCut 2-2. Идеально подходит для стрижки и расчистки территории в саду возле дома. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/b6e9de8890624207b817d337c66ad9d7.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/5f0d9cabf9e248d0975bbdb84d894b92.jpg']","Лёгкий, тихий и мощный электротриммер с современным, функциональным дизайном, улучшенным оснащением и новой косильной головкой AutoCut 2-2. Идеально подходит для стрижки и расчистки территории в саду возле дома.","Мотокоса,  Электромотокоса,  электротриммер,  триммер,  мототриммер,  кусторез,  электрокусторез"
877195456586,Мотокоса FSE 60,Надёжный электротриммер,Электрические косы,8990,"[('Общая длина без режущего инструмента м', '1,53'), ('Потребляемая мощность Вт', '540'), ('Номинальное напряжение В', '230'), ('Вес кг', '3,9'), ('Стандартный режущий инструмент', 'Косильная головка AutoCut C 6-2'), ('Вес фунтов', '8,6'), ('Вес кг', '3,9'), ('Уровень звукового давления дБ(A)', '83'), ('Уровень звуковой мощности дБ(A)', '94'), ('Уровень вибрации слева м/с?', '3,9'), ('Уровень вибрации справа м/с?', '3,6'), ('Общая длина см', '153'), ('Диаметр режущего диска мм', '350'), ('Длина кабеля', '0.500+ 0.050')]","<p> Надёжный электротриммер с косильной головкой AutoCut C. Идеален для подравнивания кромок газонов и скашивания травы вокруг деревьев, дорожек, лестниц на садовом участке. Подходит также для работы на малых площадях. </p>","['https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/64aa596e219f400793c5f726c1b107ff.jpg', 'https://static.stihl.com/upload/assetmanager/modell_imagefilename/scaled/zoom/67440bbacb2e4b838f7314aabc1f0067.jpg']",Надёжный электротриммер с косильной головкой AutoCut C.,"Мотокоса,  электротриммер,  электротриммер,  триммер,  мототриммер,  триммер для стрижки газонов,  мототриммер,  электротриммер,  триммер для стрижки газонов, "
